customer_id,employee_id,freight,order_date,order_id,required_date,ship_address,ship_city,ship_country,ship_name,ship_postal_code,ship_region,ship_via,shipped_date
QUEDE,2,45.03,1996-12-11T00:00:00+00:00,10379,1997-01-08T00:00:00+00:00,'Rua da Panificadora, 12',Rio de Janeiro,Brazil,Que Delícia,02389-673,RJ,1,1996-12-13T00:00:00+00:00
HUNGO,8,35.03,1996-12-12T00:00:00+00:00,10380,1997-01-09T00:00:00+00:00,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,Co. Cork,3,1997-01-16T00:00:00+00:00
LILAS,3,7.99,1996-12-12T00:00:00+00:00,10381,1997-01-09T00:00:00+00:00,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,Lara,3,1996-12-13T00:00:00+00:00
ERNSH,4,94.77,1996-12-13T00:00:00+00:00,10382,1997-01-10T00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,1,1996-12-16T00:00:00+00:00
AROUT,8,34.24,1996-12-16T00:00:00+00:00,10383,1997-01-13T00:00:00+00:00,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,Essex,3,1996-12-18T00:00:00+00:00
BERGS,3,168.64,1996-12-16T00:00:00+00:00,10384,1997-01-13T00:00:00+00:00,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,,3,1996-12-20T00:00:00+00:00
SPLIR,1,30.96,1996-12-17T00:00:00+00:00,10385,1997-01-14T00:00:00+00:00,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,WY,2,1996-12-23T00:00:00+00:00
FAMIA,9,13.99,1996-12-18T00:00:00+00:00,10386,1997-01-01T00:00:00+00:00,'Rua Orós, 92',Sao Paulo,Brazil,Familia Arquibaldo,05442-030,SP,3,1996-12-25T00:00:00+00:00
SANTG,1,93.63,1996-12-18T00:00:00+00:00,10387,1997-01-15T00:00:00+00:00,Erling Skakkes gate 78,Stavern,Norway,Santé Gourmet,4110,,2,1996-12-20T00:00:00+00:00
SEVES,2,34.86,1996-12-19T00:00:00+00:00,10388,1997-01-16T00:00:00+00:00,90 Wadhurst Rd.,London,UK,Seven Seas Imports,OX15 4NB,,1,1996-12-20T00:00:00+00:00
BOTTM,4,47.42,1996-12-20T00:00:00+00:00,10389,1997-01-17T00:00:00+00:00,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,BC,2,1996-12-24T00:00:00+00:00
ERNSH,6,126.38,1996-12-23T00:00:00+00:00,10390,1997-01-20T00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,1,1996-12-26T00:00:00+00:00
DRACD,3,5.45,1996-12-23T00:00:00+00:00,10391,1997-01-20T00:00:00+00:00,Walserweg 21,Aachen,Germany,Drachenblut Delikatessen,52066,,3,1996-12-31T00:00:00+00:00
PICCO,2,122.46,1996-12-24T00:00:00+00:00,10392,1997-01-21T00:00:00+00:00,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,,3,1997-01-01T00:00:00+00:00
SAVEA,1,126.56,1996-12-25T00:00:00+00:00,10393,1997-01-22T00:00:00+00:00,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,ID,3,1997-01-03T00:00:00+00:00
HUNGC,1,30.34,1996-12-25T00:00:00+00:00,10394,1997-01-22T00:00:00+00:00,City Center Plaza 516 Main St.,Elgin,USA,Hungry Coyote Import Store,97827,OR,3,1997-01-03T00:00:00+00:00
HILAA,6,184.41,1996-12-26T00:00:00+00:00,10395,1997-01-23T00:00:00+00:00,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,Táchira,1,1997-01-03T00:00:00+00:00
FRANK,1,135.35,1996-12-27T00:00:00+00:00,10396,1997-01-10T00:00:00+00:00,Berliner Platz 43,München,Germany,Frankenversand,80805,,3,1997-01-06T00:00:00+00:00
PRINI,5,60.26,1996-12-27T00:00:00+00:00,10397,1997-01-24T00:00:00+00:00,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,,1,1997-01-02T00:00:00+00:00
SAVEA,2,89.16,1996-12-30T00:00:00+00:00,10398,1997-01-27T00:00:00+00:00,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,ID,3,1997-01-09T00:00:00+00:00
VAFFE,8,27.36,1996-12-31T00:00:00+00:00,10399,1997-01-14T00:00:00+00:00,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,,3,1997-01-08T00:00:00+00:00
EASTC,1,83.93,1997-01-01T00:00:00+00:00,10400,1997-01-29T00:00:00+00:00,35 King George,London,UK,Eastern Connection,WX3 6FW,,3,1997-01-16T00:00:00+00:00
RATTC,1,12.51,1997-01-01T00:00:00+00:00,10401,1997-01-29T00:00:00+00:00,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,NM,1,1997-01-10T00:00:00+00:00
ERNSH,8,67.88,1997-01-02T00:00:00+00:00,10402,1997-02-13T00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,2,1997-01-10T00:00:00+00:00
ERNSH,4,73.79,1997-01-03T00:00:00+00:00,10403,1997-01-31T00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,3,1997-01-09T00:00:00+00:00
MAGAA,2,155.97,1997-01-03T00:00:00+00:00,10404,1997-01-31T00:00:00+00:00,Via Ludovico il Moro 22,Bergamo,Italy,Magazzini Alimentari Riuniti,24100,,1,1997-01-08T00:00:00+00:00
LINOD,1,34.82,1997-01-06T00:00:00+00:00,10405,1997-02-03T00:00:00+00:00,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,Nueva Esparta,1,1997-01-22T00:00:00+00:00
QUEEN,7,108.04,1997-01-07T00:00:00+00:00,10406,1997-02-18T00:00:00+00:00,'Alameda dos Canàrios, 891',Sao Paulo,Brazil,Queen Cozinha,05487-020,SP,1,1997-01-13T00:00:00+00:00
OTTIK,2,91.48,1997-01-07T00:00:00+00:00,10407,1997-02-04T00:00:00+00:00,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,,2,1997-01-30T00:00:00+00:00
FOLIG,8,11.26,1997-01-08T00:00:00+00:00,10408,1997-02-05T00:00:00+00:00,'184, chaussée de Tournai',Lille,France,Folies gourmandes,59000,,1,1997-01-14T00:00:00+00:00
OCEAN,3,29.83,1997-01-09T00:00:00+00:00,10409,1997-02-06T00:00:00+00:00,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Argentina,Océano Atlántico Ltda.,1010,,1,1997-01-14T00:00:00+00:00
BOTTM,3,2.4,1997-01-10T00:00:00+00:00,10410,1997-02-07T00:00:00+00:00,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,BC,3,1997-01-15T00:00:00+00:00
BOTTM,9,23.65,1997-01-10T00:00:00+00:00,10411,1997-02-07T00:00:00+00:00,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,BC,3,1997-01-21T00:00:00+00:00
WARTH,8,3.77,1997-01-13T00:00:00+00:00,10412,1997-02-10T00:00:00+00:00,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,,2,1997-01-15T00:00:00+00:00
LAMAI,3,95.66,1997-01-14T00:00:00+00:00,10413,1997-02-11T00:00:00+00:00,1 rue Alsace-Lorraine,Toulouse,France,'La maison d''Asie',31000,,2,1997-01-16T00:00:00+00:00
FAMIA,2,21.48,1997-01-14T00:00:00+00:00,10414,1997-02-11T00:00:00+00:00,'Rua Orós, 92',Sao Paulo,Brazil,Familia Arquibaldo,05442-030,SP,3,1997-01-17T00:00:00+00:00
HUNGC,3,0.2,1997-01-15T00:00:00+00:00,10415,1997-02-12T00:00:00+00:00,City Center Plaza 516 Main St.,Elgin,USA,Hungry Coyote Import Store,97827,OR,1,1997-01-24T00:00:00+00:00
WARTH,8,22.72,1997-01-16T00:00:00+00:00,10416,1997-02-13T00:00:00+00:00,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,,3,1997-01-27T00:00:00+00:00
SIMOB,4,70.29,1997-01-16T00:00:00+00:00,10417,1997-02-13T00:00:00+00:00,Vinbæltet 34,Kobenhavn,Denmark,Simons bistro,1734,,3,1997-01-28T00:00:00+00:00
QUICK,4,17.55,1997-01-17T00:00:00+00:00,10418,1997-02-14T00:00:00+00:00,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,,1,1997-01-24T00:00:00+00:00
RICSU,4,137.35,1997-01-20T00:00:00+00:00,10419,1997-02-17T00:00:00+00:00,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,,2,1997-01-30T00:00:00+00:00
WELLI,3,44.12,1997-01-21T00:00:00+00:00,10420,1997-02-18T00:00:00+00:00,'Rua do Mercado, 12',Resende,Brazil,Wellington Importadora,08737-363,SP,1,1997-01-27T00:00:00+00:00
QUEDE,8,99.23,1997-01-21T00:00:00+00:00,10421,1997-03-04T00:00:00+00:00,'Rua da Panificadora, 12',Rio de Janeiro,Brazil,Que Delícia,02389-673,RJ,1,1997-01-27T00:00:00+00:00
FRANS,2,3.02,1997-01-22T00:00:00+00:00,10422,1997-02-19T00:00:00+00:00,Via Monte Bianco 34,Torino,Italy,Franchi S.p.A.,10100,,1,1997-01-31T00:00:00+00:00
GOURL,6,24.5,1997-01-23T00:00:00+00:00,10423,1997-02-06T00:00:00+00:00,'Av. Brasil, 442',Campinas,Brazil,Gourmet Lanchonetes,04876-786,SP,3,1997-02-24T00:00:00+00:00
MEREP,7,370.61,1997-01-23T00:00:00+00:00,10424,1997-02-20T00:00:00+00:00,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,Québec,2,1997-01-27T00:00:00+00:00
LAMAI,6,7.93,1997-01-24T00:00:00+00:00,10425,1997-02-21T00:00:00+00:00,1 rue Alsace-Lorraine,Toulouse,France,'La maison d''Asie',31000,,2,1997-02-14T00:00:00+00:00
GALED,4,18.69,1997-01-27T00:00:00+00:00,10426,1997-02-24T00:00:00+00:00,'Rambla de Cataluña, 23',Barcelona,Spain,Galería del gastronómo,8022,,1,1997-02-06T00:00:00+00:00
PICCO,4,31.29,1997-01-27T00:00:00+00:00,10427,1997-02-24T00:00:00+00:00,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,,2,1997-03-03T00:00:00+00:00
REGGC,7,11.09,1997-01-28T00:00:00+00:00,10428,1997-02-25T00:00:00+00:00,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,,1,1997-02-04T00:00:00+00:00
HUNGO,3,56.63,1997-01-29T00:00:00+00:00,10429,1997-03-12T00:00:00+00:00,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,Co. Cork,2,1997-02-07T00:00:00+00:00
ERNSH,4,458.78,1997-01-30T00:00:00+00:00,10430,1997-02-13T00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,1,1997-02-03T00:00:00+00:00
BOTTM,4,44.17,1997-01-30T00:00:00+00:00,10431,1997-02-13T00:00:00+00:00,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,BC,2,1997-02-07T00:00:00+00:00
SPLIR,3,4.34,1997-01-31T00:00:00+00:00,10432,1997-02-14T00:00:00+00:00,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,WY,2,1997-02-07T00:00:00+00:00
PRINI,3,73.83,1997-02-03T00:00:00+00:00,10433,1997-03-03T00:00:00+00:00,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,,3,1997-03-04T00:00:00+00:00
FOLKO,3,17.92,1997-02-03T00:00:00+00:00,10434,1997-03-03T00:00:00+00:00,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,,2,1997-02-13T00:00:00+00:00
CONSH,8,9.21,1997-02-04T00:00:00+00:00,10435,1997-03-18T00:00:00+00:00,Berkeley Gardens 12  Brewery,London,UK,Consolidated Holdings,WX1 6LT,,2,1997-02-07T00:00:00+00:00
BLONP,3,156.66,1997-02-05T00:00:00+00:00,10436,1997-03-05T00:00:00+00:00,'24, place Kléber',Strasbourg,France,Blondel père et fils,67000,,2,1997-02-11T00:00:00+00:00
WARTH,8,19.97,1997-02-05T00:00:00+00:00,10437,1997-03-05T00:00:00+00:00,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,,1,1997-02-12T00:00:00+00:00
TOMSP,3,8.24,1997-02-06T00:00:00+00:00,10438,1997-03-06T00:00:00+00:00,Luisenstr. 48,Münster,Germany,Toms Spezialitäten,44087,,2,1997-02-14T00:00:00+00:00
MEREP,6,4.07,1997-02-07T00:00:00+00:00,10439,1997-03-07T00:00:00+00:00,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,Québec,3,1997-02-10T00:00:00+00:00
SAVEA,4,86.53,1997-02-10T00:00:00+00:00,10440,1997-03-10T00:00:00+00:00,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,ID,2,1997-02-28T00:00:00+00:00
OLDWO,3,73.02,1997-02-10T00:00:00+00:00,10441,1997-03-24T00:00:00+00:00,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,AK,2,1997-03-14T00:00:00+00:00
ERNSH,3,47.94,1997-02-11T00:00:00+00:00,10442,1997-03-11T00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,2,1997-02-18T00:00:00+00:00
REGGC,8,13.95,1997-02-12T00:00:00+00:00,10443,1997-03-12T00:00:00+00:00,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,,1,1997-02-14T00:00:00+00:00
BERGS,3,3.5,1997-02-12T00:00:00+00:00,10444,1997-03-12T00:00:00+00:00,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,,3,1997-02-21T00:00:00+00:00
BERGS,3,9.3,1997-02-13T00:00:00+00:00,10445,1997-03-13T00:00:00+00:00,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,,1,1997-02-20T00:00:00+00:00
TOMSP,6,14.68,1997-02-14T00:00:00+00:00,10446,1997-03-14T00:00:00+00:00,Luisenstr. 48,Münster,Germany,Toms Spezialitäten,44087,,1,1997-02-19T00:00:00+00:00
RICAR,4,68.66,1997-02-14T00:00:00+00:00,10447,1997-03-14T00:00:00+00:00,'Av. Copacabana, 267',Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,RJ,2,1997-03-07T00:00:00+00:00
RANCH,4,38.82,1997-02-17T00:00:00+00:00,10448,1997-03-17T00:00:00+00:00,Av. del Libertador 900,Buenos Aires,Argentina,Rancho grande,1010,,2,1997-02-24T00:00:00+00:00
BLONP,3,53.3,1997-02-18T00:00:00+00:00,10449,1997-03-18T00:00:00+00:00,'24, place Kléber',Strasbourg,France,Blondel père et fils,67000,,2,1997-02-27T00:00:00+00:00
VICTE,8,7.23,1997-02-19T00:00:00+00:00,10450,1997-03-19T00:00:00+00:00,'2, rue du Commerce',Lyon,France,Victuailles en stock,69004,,2,1997-03-11T00:00:00+00:00
QUICK,4,189.09,1997-02-19T00:00:00+00:00,10451,1997-03-05T00:00:00+00:00,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,,3,1997-03-12T00:00:00+00:00
SAVEA,8,140.26,1997-02-20T00:00:00+00:00,10452,1997-03-20T00:00:00+00:00,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,ID,1,1997-02-26T00:00:00+00:00
AROUT,1,25.36,1997-02-21T00:00:00+00:00,10453,1997-03-21T00:00:00+00:00,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,Essex,2,1997-02-26T00:00:00+00:00
LAMAI,4,2.74,1997-02-21T00:00:00+00:00,10454,1997-03-21T00:00:00+00:00,1 rue Alsace-Lorraine,Toulouse,France,'La maison d''Asie',31000,,3,1997-02-25T00:00:00+00:00
WARTH,8,180.45,1997-02-24T00:00:00+00:00,10455,1997-04-07T00:00:00+00:00,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,,2,1997-03-03T00:00:00+00:00
KOENE,8,8.12,1997-02-25T00:00:00+00:00,10456,1997-04-08T00:00:00+00:00,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,,2,1997-02-28T00:00:00+00:00
KOENE,2,11.57,1997-02-25T00:00:00+00:00,10457,1997-03-25T00:00:00+00:00,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,,1,1997-03-03T00:00:00+00:00
SUPRD,7,147.06,1997-02-26T00:00:00+00:00,10458,1997-03-26T00:00:00+00:00,'Boulevard Tirou, 255',Charleroi,Belgium,Suprêmes délices,B-6000,,3,1997-03-04T00:00:00+00:00
VICTE,4,25.09,1997-02-27T00:00:00+00:00,10459,1997-03-27T00:00:00+00:00,'2, rue du Commerce',Lyon,France,Victuailles en stock,69004,,2,1997-02-28T00:00:00+00:00
FOLKO,8,16.27,1997-02-28T00:00:00+00:00,10460,1997-03-28T00:00:00+00:00,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,,1,1997-03-03T00:00:00+00:00
LILAS,1,148.61,1997-02-28T00:00:00+00:00,10461,1997-03-28T00:00:00+00:00,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,Lara,3,1997-03-05T00:00:00+00:00
CONSH,2,6.17,1997-03-03T00:00:00+00:00,10462,1997-03-31T00:00:00+00:00,Berkeley Gardens 12  Brewery,London,UK,Consolidated Holdings,WX1 6LT,,1,1997-03-18T00:00:00+00:00
SUPRD,5,14.78,1997-03-04T00:00:00+00:00,10463,1997-04-01T00:00:00+00:00,'Boulevard Tirou, 255',Charleroi,Belgium,Suprêmes délices,B-6000,,3,1997-03-06T00:00:00+00:00
FURIB,4,89.0,1997-03-04T00:00:00+00:00,10464,1997-04-01T00:00:00+00:00,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,,2,1997-03-14T00:00:00+00:00
VAFFE,1,145.04,1997-03-05T00:00:00+00:00,10465,1997-04-02T00:00:00+00:00,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,,3,1997-03-14T00:00:00+00:00
COMMI,4,11.93,1997-03-06T00:00:00+00:00,10466,1997-04-03T00:00:00+00:00,'Av. dos Lusíadas, 23',Sao Paulo,Brazil,Comércio Mineiro,05432-043,SP,1,1997-03-13T00:00:00+00:00
MAGAA,8,4.93,1997-03-06T00:00:00+00:00,10467,1997-04-03T00:00:00+00:00,Via Ludovico il Moro 22,Bergamo,Italy,Magazzini Alimentari Riuniti,24100,,2,1997-03-11T00:00:00+00:00
KOENE,3,44.12,1997-03-07T00:00:00+00:00,10468,1997-04-04T00:00:00+00:00,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,,3,1997-03-12T00:00:00+00:00
WHITC,1,60.18,1997-03-10T00:00:00+00:00,10469,1997-04-07T00:00:00+00:00,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,WA,1,1997-03-14T00:00:00+00:00
BONAP,4,64.56,1997-03-11T00:00:00+00:00,10470,1997-04-08T00:00:00+00:00,'12, rue des Bouchers',Marseille,France,'Bon app''',13008,,2,1997-03-14T00:00:00+00:00
BSBEV,2,45.59,1997-03-11T00:00:00+00:00,10471,1997-04-08T00:00:00+00:00,Fauntleroy Circus,London,UK,'B''s Beverages',EC2 5NT,,3,1997-03-18T00:00:00+00:00
SEVES,8,4.2,1997-03-12T00:00:00+00:00,10472,1997-04-09T00:00:00+00:00,90 Wadhurst Rd.,London,UK,Seven Seas Imports,OX15 4NB,,1,1997-03-19T00:00:00+00:00
ISLAT,1,16.37,1997-03-13T00:00:00+00:00,10473,1997-03-27T00:00:00+00:00,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,Isle of Wight,3,1997-03-21T00:00:00+00:00
PERIC,5,83.49,1997-03-13T00:00:00+00:00,10474,1997-04-10T00:00:00+00:00,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,,2,1997-03-21T00:00:00+00:00
SUPRD,9,68.52,1997-03-14T00:00:00+00:00,10475,1997-04-11T00:00:00+00:00,'Boulevard Tirou, 255',Charleroi,Belgium,Suprêmes délices,B-6000,,1,1997-04-04T00:00:00+00:00
HILAA,8,4.41,1997-03-17T00:00:00+00:00,10476,1997-04-14T00:00:00+00:00,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,Táchira,3,1997-03-24T00:00:00+00:00
PRINI,5,13.02,1997-03-17T00:00:00+00:00,10477,1997-04-14T00:00:00+00:00,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,,2,1997-03-25T00:00:00+00:00
VICTE,2,4.81,1997-03-18T00:00:00+00:00,10478,1997-04-01T00:00:00+00:00,'2, rue du Commerce',Lyon,France,Victuailles en stock,69004,,3,1997-03-26T00:00:00+00:00
RATTC,3,708.95,1997-03-19T00:00:00+00:00,10479,1997-04-16T00:00:00+00:00,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,NM,3,1997-03-21T00:00:00+00:00
FOLIG,6,1.35,1997-03-20T00:00:00+00:00,10480,1997-04-17T00:00:00+00:00,'184, chaussée de Tournai',Lille,France,Folies gourmandes,59000,,2,1997-03-24T00:00:00+00:00
RICAR,8,64.33,1997-03-20T00:00:00+00:00,10481,1997-04-17T00:00:00+00:00,'Av. Copacabana, 267',Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,RJ,2,1997-03-25T00:00:00+00:00
LAZYK,1,7.48,1997-03-21T00:00:00+00:00,10482,1997-04-18T00:00:00+00:00,12 Orchestra Terrace,Walla Walla,USA,Lazy K Kountry Store,99362,WA,3,1997-04-10T00:00:00+00:00
WHITC,7,15.28,1997-03-24T00:00:00+00:00,10483,1997-04-21T00:00:00+00:00,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,WA,2,1997-04-25T00:00:00+00:00
BSBEV,3,6.88,1997-03-24T00:00:00+00:00,10484,1997-04-21T00:00:00+00:00,Fauntleroy Circus,London,UK,'B''s Beverages',EC2 5NT,,3,1997-04-01T00:00:00+00:00
LINOD,4,64.45,1997-03-25T00:00:00+00:00,10485,1997-04-08T00:00:00+00:00,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,Nueva Esparta,2,1997-03-31T00:00:00+00:00
HILAA,1,30.53,1997-03-26T00:00:00+00:00,10486,1997-04-23T00:00:00+00:00,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,Táchira,2,1997-04-02T00:00:00+00:00
QUEEN,2,71.07,1997-03-26T00:00:00+00:00,10487,1997-04-23T00:00:00+00:00,'Alameda dos Canàrios, 891',Sao Paulo,Brazil,Queen Cozinha,05487-020,SP,2,1997-03-28T00:00:00+00:00
FRANK,8,4.93,1997-03-27T00:00:00+00:00,10488,1997-04-24T00:00:00+00:00,Berliner Platz 43,München,Germany,Frankenversand,80805,,2,1997-04-02T00:00:00+00:00
PICCO,6,5.29,1997-03-28T00:00:00+00:00,10489,1997-04-25T00:00:00+00:00,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,,2,1997-04-09T00:00:00+00:00
HILAA,7,210.19,1997-03-31T00:00:00+00:00,10490,1997-04-28T00:00:00+00:00,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,Táchira,2,1997-04-03T00:00:00+00:00
FURIB,8,16.96,1997-03-31T00:00:00+00:00,10491,1997-04-28T00:00:00+00:00,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,,3,1997-04-08T00:00:00+00:00
BOTTM,3,62.89,1997-04-01T00:00:00+00:00,10492,1997-04-29T00:00:00+00:00,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,BC,1,1997-04-11T00:00:00+00:00
LAMAI,4,10.64,1997-04-02T00:00:00+00:00,10493,1997-04-30T00:00:00+00:00,1 rue Alsace-Lorraine,Toulouse,France,'La maison d''Asie',31000,,3,1997-04-10T00:00:00+00:00
COMMI,4,65.99,1997-04-02T00:00:00+00:00,10494,1997-04-30T00:00:00+00:00,'Av. dos Lusíadas, 23',Sao Paulo,Brazil,Comércio Mineiro,05432-043,SP,2,1997-04-09T00:00:00+00:00
LAUGB,3,4.65,1997-04-03T00:00:00+00:00,10495,1997-05-01T00:00:00+00:00,2319 Elm St.,Vancouver,Canada,Laughing Bacchus Wine Cellars,V3F 2K1,BC,3,1997-04-11T00:00:00+00:00
TRADH,7,46.77,1997-04-04T00:00:00+00:00,10496,1997-05-02T00:00:00+00:00,'Av. Inês de Castro, 414',Sao Paulo,Brazil,Tradiçao Hipermercados,05634-030,SP,2,1997-04-07T00:00:00+00:00
LEHMS,7,36.21,1997-04-04T00:00:00+00:00,10497,1997-05-02T00:00:00+00:00,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,,1,1997-04-07T00:00:00+00:00
HILAA,8,29.75,1997-04-07T00:00:00+00:00,10498,1997-05-05T00:00:00+00:00,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,Táchira,2,1997-04-11T00:00:00+00:00
LILAS,4,102.02,1997-04-08T00:00:00+00:00,10499,1997-05-06T00:00:00+00:00,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,Lara,2,1997-04-16T00:00:00+00:00
LAMAI,6,42.68,1997-04-09T00:00:00+00:00,10500,1997-05-07T00:00:00+00:00,1 rue Alsace-Lorraine,Toulouse,France,'La maison d''Asie',31000,,1,1997-04-17T00:00:00+00:00
BLAUS,9,8.85,1997-04-09T00:00:00+00:00,10501,1997-05-07T00:00:00+00:00,Forsterstr. 57,Mannheim,Germany,Blauer See Delikatessen,68306,,3,1997-04-16T00:00:00+00:00
PERIC,2,69.32,1997-04-10T00:00:00+00:00,10502,1997-05-08T00:00:00+00:00,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,,1,1997-04-29T00:00:00+00:00
HUNGO,6,16.74,1997-04-11T00:00:00+00:00,10503,1997-05-09T00:00:00+00:00,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,Co. Cork,2,1997-04-16T00:00:00+00:00
WHITC,4,59.13,1997-04-11T00:00:00+00:00,10504,1997-05-09T00:00:00+00:00,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,WA,3,1997-04-18T00:00:00+00:00
MEREP,3,7.13,1997-04-14T00:00:00+00:00,10505,1997-05-12T00:00:00+00:00,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,Québec,3,1997-04-21T00:00:00+00:00
KOENE,9,21.19,1997-04-15T00:00:00+00:00,10506,1997-05-13T00:00:00+00:00,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,,2,1997-05-02T00:00:00+00:00
ANTON,7,47.45,1997-04-15T00:00:00+00:00,10507,1997-05-13T00:00:00+00:00,Mataderos  2312,México D.F.,Mexico,Antonio Moreno Taquería,05023,,1,1997-04-22T00:00:00+00:00
OTTIK,1,4.99,1997-04-16T00:00:00+00:00,10508,1997-05-14T00:00:00+00:00,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,,2,1997-05-13T00:00:00+00:00
